Speed (m/s),Throttle (%),RPM,Thrust (kg),Current (A),Power (W),Torque (Nm),Note
0,20.0,4636,0.18,3.09,71.18,0.03,
0,25.0,5746,0.28,4.65,106.93,0.04,
0,30.0,6845,0.39,6.39,147.03,0.06,
0,35.0,7921,0.53,8.48,195.15,0.08,
0,40.0,8984,0.68,10.81,248.62,0.1,
0,45.0,10024,0.85,13.48,310.11,0.12,
0,50.0,11058,1.03,16.27,374.27,0.15,
0,55.00000000000001,12077,1.23,19.29,443.78,0.18,
0,60.0,13074,1.45,22.67,521.3,0.21,
0,65.0,14064,1.68,26.15,601.5,0.24,
0,70.0,15039,1.93,29.87,687.05,0.27,
0,75.0,16000,2.18,33.82,777.94,0.31,
0,80.0,16940,2.46,38.12,876.86,0.35,
0,85.0,17879,2.75,42.42,975.77,0.39,
0,90.0,18797,3.04,47.07,1082.71,0.43,
0,95.0,19700,3.35,51.96,1194.99,0.47,
0,100.0,20596,3.68,56.95,1309.94,0.52,
0,Max Thrust,,3.68,,,,
10,20.0,4669,0.08,2.56,58.87,0.02,
10,25.0,5754,0.17,4.52,103.96,0.04,
10,30.0,6820,0.28,6.78,156.0,0.06,
10,35.0,7878,0.4,9.18,211.19,0.08,
10,40.0,8919,0.54,11.86,272.68,0.11,
10,45.0,9945,0.7,14.76,339.52,0.13,
10,50.0,10964,0.87,17.78,409.02,0.16,
10,55.00000000000001,11961,1.06,21.15,486.55,0.19,
10,60.0,12951,1.27,24.64,566.75,0.22,
10,65.0,13926,1.49,28.36,652.3,0.26,
10,70.0,14887,1.72,32.31,743.19,0.29,
10,75.0,15834,1.97,36.5,839.43,0.33,
10,80.0,16766,2.23,40.91,941.02,0.37,
10,85.0,17691,2.51,45.45,1045.28,0.41,
10,90.0,18594,2.8,50.33,1157.56,0.46,
10,95.0,19490,3.1,55.33,1272.51,0.5,
10,100.0,0,0.0,0.0,0,0,
10,Max Thrust,,3.26,,,,
20,20.0,0,0.0,0.0,0,0,
20,25.0,0,0.0,0.0,0,0,
20,30.0,7075,0.05,2.7,61.99,0.02,
20,35.0,8101,0.16,5.6,128.77,0.05,
20,40.0,9103,0.29,8.89,204.52,0.08,
20,45.0,10097,0.44,12.32,283.37,0.11,
20,50.0,11080,0.6,15.92,366.25,0.14,
20,55.00000000000001,12048,0.78,19.76,454.47,0.18,
20,60.0,13009,0.98,23.71,545.36,0.22,
20,65.0,13955,1.19,27.9,641.6,0.25,
20,70.0,14887,1.42,32.31,743.19,0.29,
20,75.0,15812,1.66,36.85,847.45,0.34,
20,80.0,16723,1.91,41.61,957.06,0.38,
20,85.0,17626,2.18,46.49,1069.34,0.42,
20,90.0,18514,2.46,51.61,1186.97,0.47,
20,95.0,19389,2.74,56.95,1309.94,0.52,
20,100.0,0,0.0,0.0,0,0,
20,Max Thrust,,2.8,,,,
30,20.0,0,0.0,0.0,0,0,
30,25.0,0,0.0,0.0,0,0,
30,30.0,0,0.0,0.0,0,0,
30,35.0,0,0.0,0.0,0,0,
30,40.0,0,0.0,0.0,0,0,
30,45.0,10533,0.1,5.31,122.16,0.05,
30,50.0,11490,0.24,9.33,214.62,0.08,
30,55.00000000000001,12431,0.41,13.61,313.0,0.12,
30,60.0,13356,0.59,18.13,417.04,0.16,
30,65.0,14274,0.79,22.78,523.98,0.21,
30,70.0,15177,1.01,27.66,636.26,0.25,
30,75.0,16066,1.24,32.78,753.88,0.3,
30,80.0,16947,1.48,38.01,874.18,0.35,
30,85.0,17821,1.74,43.35,997.16,0.39,
30,90.0,18681,2.01,48.93,1125.48,0.45,
30,95.0,19526,2.29,54.75,1259.15,0.5,
30,100.0,0,0.0,0.0,0,0,
30,Max Thrust,,2.45,,,,
40,20.0,0,0.0,0.0,0,0,
40,25.0,0,0.0,0.0,0,0,
40,30.0,0,0.0,0.0,0,0,
40,35.0,0,0.0,0.0,0,0,
40,40.0,0,0.0,0.0,0,0,
40,45.0,0,0.0,0.0,0,0,
40,50.0,0,0.0,0.0,0,0,
40,55.00000000000001,0,0.0,0.0,0,0,
40,60.0,0,0.0,0.0,0,0,
40,65.0,14855,0.34,13.45,309.43,0.12,
40,70.0,15738,0.53,18.66,429.24,0.17,
40,75.0,16601,0.75,24.18,556.06,0.22,
40,80.0,17454,0.98,29.87,687.05,0.27,
40,85.0,18299,1.22,35.68,820.72,0.32,
40,90.0,19130,1.48,41.73,959.73,0.38,
40,95.0,19953,1.75,47.89,1101.42,0.44,
40,100.0,20762,2.04,54.28,1248.45,0.49,
40,Max Thrust,,2.04,,,,
